seq,time_stamp,frame_id,px,py,pz,qx,qy,qz,qw
5284,1668779588683142896,base_link,0.12835648655891418,0.7648661732673645,2.265923023223877,0.9336045296101279,0.3576721597365971,-0.021126640984751893,0.002621732540021546
5285,1668779588738723896,base_link,0.12845231592655182,0.7654852271080017,2.2677688598632812,0.9334228553334102,0.3582446141340682,-0.0192683853555064,0.003361385272164454
5286,1668779588794147896,base_link,0.1283866912126541,0.7659912705421448,2.2679922580718994,0.8704207341393911,0.3400659361452601,-0.16045888239598619,0.3177669770667215
5287,1668779588849770896,base_link,0.12838977575302124,0.7651363611221313,2.2666962146759033,0.9333890877456048,0.35841532395008585,-0.017789502466314836,0.00260768809171001
5288,1668779588905382896,base_link,0.12845076620578766,0.7655714750289917,2.26808500289917,0.9333489161210108,0.35846358960757563,-0.018279861956001286,0.0054316064157352946
5289,1668779588961008896,base_link,0.12839153409004211,0.7653154730796814,2.2671597003936768,0.9334993831737721,0.35805866011545134,-0.01880338055195293,0.004396636252089677
5290,1668779589016683896,base_link,0.12840045988559723,0.7655765414237976,2.2679738998413086,0.9333064950250002,0.35863216742234494,-0.017477942934887487,0.004059106412164073
5291,1668779589072588896,base_link,0.1283797174692154,0.7652543187141418,2.2669615745544434,0.9334742714327688,0.35813983152173656,-0.01861997634951587,0.003865505321060597
5292,1668779589127928896,base_link,0.12839901447296143,0.7655360102653503,2.2679190635681152,0.9333770912136279,0.35833406578715593,-0.019746002166889123,0.0037414292000053184
5293,1668779589183551896,base_link,0.12847526371479034,0.7654579877853394,2.2677040100097656,0.9334174755081692,0.35820868010703105,-0.02000066629990087,0.00428150201391444
5294,1668779589239145896,base_link,0.1283947378396988,0.7654226422309875,2.267517328262329,0.9335176101207683,0.35790039005275154,-0.021028439550906178,0.003160241217305114
5295,1668779589294745896,base_link,0.12834560871124268,0.7651252150535583,2.2666072845458984,0.9332098403410704,0.35894766963786584,-0.0158084528163406,0.005104622580855935
5296,1668779589350363896,base_link,0.1284429132938385,0.7655643820762634,2.2680399417877197,0.9334623082489618,0.35806250682033086,-0.02040906133876972,0.004778127596777874
5297,1668779589406057896,base_link,0.12851588428020477,0.7657153606414795,2.2684905529022217,0.9333463780569075,0.3584872800571597,-0.018038970043811154,0.005099427912077432
5298,1668779589461938896,base_link,0.12835586071014404,0.7649832367897034,2.266158103942871,0.9335171620844253,0.3579724319416464,-0.01969368427210351,0.003688477113241273
5299,1668779589517215896,base_link,0.12843704223632812,0.7656466960906982,2.268249034881592,0.9334214030635509,0.35829624839640856,-0.01791579051790768,0.00522562322116544
5300,1668779589572846896,base_link,0.1284896582365036,0.7656249403953552,2.26815128326416,0.9334396603288706,0.3580883823784434,-0.020879408825133814,0.005211642526631683
5301,1668779589628463896,base_link,0.12836961448192596,0.7652245759963989,2.2668509483337402,0.9335661881661099,0.357849532960949,-0.019856490325229587,0.0018983847329176495
5302,1668779589684090896,base_link,0.12833145260810852,0.7657443881034851,2.2670793533325195,0.870476504146974,0.34000708033682,-0.16031725174113606,0.3177486740225107
5303,1668779589740055896,base_link,0.12844593822956085,0.7654741406440735,2.2677717208862305,0.933387694951521,0.35835515888503794,-0.018622765650127972,0.004709948312481675
5304,1668779589795724896,base_link,0.1283757984638214,0.7650788426399231,2.2666208744049072,0.9333851563747135,0.3583271282650444,-0.01941124765302187,0.00412583000509549
5305,1668779589850955896,base_link,0.12841551005840302,0.7655184268951416,2.2677974700927734,0.9334860361420817,0.3579091122384787,-0.022125302704193297,0.003919015776446388
5306,1668779589906579896,base_link,0.12838664650917053,0.7652134299278259,2.266944169998169,0.9334898690833073,0.3578854463981618,-0.022524339607742472,0.0027066031207684154
5307,1668779589962204896,base_link,0.12840934097766876,0.7647393345832825,2.2655115127563477,0.9333002443579982,0.3586128134140889,-0.017951584072969148,0.0050243970587569445
5308,1668779590017787896,base_link,0.1284676194190979,0.7657281160354614,2.268423557281494,0.933356689788966,0.3584360326336318,-0.018453263478164856,0.005327025722800319
